item_internal_id,tmdb_id
5735            ,11570
1716            ,1541
6943            ,17443
1717            ,8469
5690            ,27995
6605            ,36739
1718            ,925
3612            ,41823
3037            ,1713
8507            ,30547
1121            ,54825
2930            ,13939
5736            ,14373
5737            ,24873
5738            ,26263
5739            ,34746
1143            ,996
5566            ,9079
1789            ,1498
211             ,1497
212             ,1499
213             ,1880
8767            ,33762
3235            ,11690
5611            ,29143
3038            ,35292
7685            ,36652
214             ,801
8917            ,104301
215             ,11520
2158            ,1879
3300            ,2085
7072            ,13539
1719            ,16222
7260            ,109479
9727            ,17078
9395            ,33516
3063            ,9960
1185            ,3082
1720            ,12187
5080            ,24748
3505            ,990
5549            ,1908
5612            ,9764
1721            ,840
5081            ,42237
5319            ,26689
8202            ,25673
1722            ,2291
1723            ,13531
6606            ,16620
216             ,526
6330            ,13346
422             ,243
1724            ,10501
1725            ,11478
217             ,879
5082            ,85689
3039            ,17529
5827            ,118098
1726            ,1793
3064            ,11327
1038            ,1700
1727            ,54087
1728            ,34322
2604            ,41659
5083            ,593
3065            ,10774
1729            ,10083
5084            ,29786
3040            ,11356
423             ,10747
1039            ,10559
6197            ,20697
1790            ,2621
1012            ,10479
9396            ,125709
1730            ,49721
5501            ,2006
2159            ,17339
5320            ,11305
5740            ,13665
6397            ,12309
1731            ,1552
218             ,106
5613            ,10333
5741            ,11027
9397            ,123757
1732            ,10468
1040            ,1359
1733            ,4967
4684            ,31776
424             ,10557
7455            ,27745
2205            ,13776
6491            ,26291
7081            ,10784
4685            ,10242
1734            ,16347
1791            ,4825
1735            ,11654
1736            ,10518
2605            ,11977
3301            ,18041
3302            ,14736
1041            ,3536
2121            ,1443
4916            ,10424
6457            ,28971
4083            ,9456
5202            ,889
1792            ,10564
6017            ,15723
6951            ,19600
8071            ,125537
6729            ,452
9001            ,36234
5130            ,39283
5437            ,65460
8768            ,55667
3613            ,12476
8769            ,5241
219             ,98
6952            ,47724
7456            ,11129
1737            ,1058
9398            ,42159
7261            ,16395
7410            ,38925
425             ,13105
4268            ,22501
3041            ,5491
1738            ,10560
7741            ,19419
4917            ,23531
5321            ,10688
3738            ,17889
3739            ,39391
3740            ,31516
1739            ,5683
8203            ,113279
2931            ,12518
1793            ,10567
5131            ,10642
220             ,9285
5046            ,10569
8149            ,21879
1740            ,24918
737             ,955
1013            ,8584
7457            ,47295
8741            ,11332
5514            ,16093
3042            ,29372
4269            ,962
3043            ,30588
1867            ,668
6458            ,23518
1868            ,691
9399            ,44018
1869            ,698
221             ,682
9447            ,28973
8204            ,28974
3044            ,22994
2606            ,9600
7094            ,38006
5132            ,2768
6198            ,24920
3303            ,21
2160            ,10911
9400            ,10102
8150            ,26912
8770            ,26953
8771            ,26954
1741            ,26956
8772            ,26957
8773            ,26958
6492            ,80287
1003            ,6003
9002            ,23939
222             ,11072
6001            ,23069
8704            ,21299
8705            ,38802
3304            ,13368
6199            ,985
4270            ,14002
8774            ,541
4880            ,21137
7262            ,36724
1144            ,938
5614            ,10648
1122            ,11368
4918            ,10875
1742            ,2075
1743            ,1551
4271            ,22500
5840            ,10246
6398            ,19698
4155            ,23919
8775            ,18835
1744            ,26554
1745            ,15239
2607            ,28165
2608            ,28169
6200            ,15762
1870            ,169
1746            ,865
1747            ,9663
9003            ,26889
1748            ,10128
223             ,9659
224             ,8810
1749            ,9355
1750            ,1727
1751            ,635
3305            ,10068
1752            ,11495
9004            ,11428
6493            ,10117
5502            ,35936
1753            ,25562
6459            ,51763
8205            ,73079
8206            ,38921
7082            ,35463
1014            ,9679
4225            ,51333
8490            ,17771
8144            ,10264
5615            ,31657
5616            ,29204
5438            ,17814
4084            ,11879
6331            ,21128
225             ,482
2763            ,592
7083            ,31593
6707            ,12611
6171            ,14328
842             ,9040
6730            ,25364
4919            ,43002
6460            ,5121
8207            ,195
226             ,6978
1123            ,3133
4272            ,643
1754            ,10571
227             ,479
1755            ,7450
4226            ,31023
5322            ,25636
1186            ,7443
1756            ,2123
1015            ,2024
1757            ,17711
1794            ,2133
8075            ,29946
7084            ,28774
7411            ,11598
5323            ,9702
1758            ,9873
2609            ,16820
7263            ,14864
2494            ,15379
6399            ,12764
4085            ,27352
3045            ,8348
1759            ,24099
6400            ,17897
3046            ,16094
3047            ,16096
2206            ,12706
1760            ,4244
1187            ,4247
3306            ,20770
8076            ,1050
426             ,1052
8208            ,20540
7458            ,23655
2161            ,1788
9401            ,32275
228             ,36657
6332            ,44490
4466            ,47585
1761            ,36047
1016            ,2655
2932            ,12599
5203            ,93
1762            ,9278
6401            ,18118
6172            ,11940
9448            ,24167
229             ,10276
4086            ,19380
3048            ,13783
4867            ,11624
7264            ,15867
2933            ,11686
8209            ,29263
4169            ,11830
4273            ,12107
2100            ,10401
7416            ,32640
2610            ,10641
1763            ,6282
1764            ,9383
1017            ,5551
6607            ,27723
4686            ,2360
8151            ,28043
6402            ,33468
5617            ,21866
1765            ,33408
2162            ,11589
1766            ,15158
7265            ,16139
1767            ,16146
4087            ,26515
2611            ,11856
5841            ,13567
2713            ,10860
6731            ,8420
6403            ,18391
7459            ,20850
6461            ,27452
427             ,38548
1795            ,20438
7417            ,46991
6201            ,10391
5133            ,14195
8082            ,15665
2495            ,10393
5324            ,18168
1018            ,8843
5134            ,10643
7266            ,23618
1871            ,37136
738             ,37137
8210            ,23283
6465            ,3110
6691            ,14698
4920            ,11694
5135            ,9651
5325            ,11398
866             ,1588
6911            ,19150
5326            ,41282
6713            ,12211
1019            ,10480
5567            ,80713
5327            ,10685
1188            ,1619
428             ,786
7460            ,14805
6912            ,51179
7461            ,46119
3049            ,18074
4921            ,10562
6202            ,12212
5204            ,14629
3721            ,16
429             ,13785
6913            ,34299
6333            ,22597
5328            ,19348
739             ,10637
2934            ,9003
2935            ,9064
7267            ,11569
9449            ,10434
7085            ,39113
5329            ,469
6404            ,2160
5503            ,2161
6405            ,3073
6138            ,911
6406            ,10973
5568            ,10787
7742            ,43109
3050            ,9507
6203            ,27475
8742            ,27764
8743            ,27767
8744            ,40760
8745            ,40446
6608            ,24664
9563            ,20455
2612            ,10461
5330            ,1485
1796            ,1597
277             ,641
2207            ,10687
7462            ,63956
1020            ,6521
7463            ,10763
5331            ,16888
6407            ,21142
8746            ,78140
2936            ,2134
9005            ,28605
5691            ,42797
5205            ,13465
8211            ,27033
8212            ,20367
430             ,71
2511            ,1636
2714            ,10647
6408            ,13762
1797            ,12207
7686            ,11531
6409            ,24100
740             ,4327
3307            ,4958
4492            ,9678
2208            ,11978
3308            ,8870
4922            ,14295
1872            ,681
4923            ,11372
1798            ,8452
2613            ,10862
1799            ,8871
8083            ,34045
1800            ,16340
3741            ,10481
5332            ,10867
5333            ,10876
741             ,9741
431             ,146
2474            ,11849
4924            ,11983
1801            ,11678
6410            ,2669
432             ,2609
4687            ,12714
1873            ,708
230             ,1857
1189            ,10673
2614            ,2604
6411            ,10132
6412            ,11064
1021            ,107
7464            ,40820
433             ,392
3309            ,8859
1802            ,11688
2041            ,12509
742             ,3981
1803            ,711
434             ,2046
435             ,5001
1042            ,8358
3175            ,5994
4467            ,25520
1804            ,1493
436             ,134
437             ,21991
6204            ,10577
4925            ,21355
5334            ,29122
438             ,11973
439             ,1900
4926            ,44853
2042            ,10873
4868            ,26719
1805            ,15739
1874            ,15413
2615            ,2623
4927            ,11209
6413            ,13715
8213            ,43258
2209            ,10655
7743            ,
5335            ,9989
7073            ,18828
1806            ,9816
5136            ,20637
4928            ,5955
6334            ,17474
2616            ,11191
4688            ,2613
7268            ,22021
7269            ,22048
4869            ,17006
2617            ,26333
3310            ,16723
3311            ,2018
440             ,10499
7418            ,47943
7074            ,74340
3236            ,5709
8214            ,11215
7465            ,26477
4745            ,10937
4689            ,4639
2618            ,96
1875            ,90
6920            ,11028
7466            ,19324
1807            ,19933
6360            ,12919
4088            ,15785
7669            ,31701
2619            ,17159
3551            ,10110
2691            ,18935
3139            ,764
4089            ,15658
6414            ,4918
8508            ,28368
8215            ,52780
7467            ,26156
6335            ,34101
6708            ,32054
441             ,2614
7468            ,12704
3312            ,580
7469            ,24828
4156            ,13703
6609            ,36914
3176            ,1547
8216            ,42010
4690            ,2608
843             ,32058
2620            ,10019
5336            ,11649
8802            ,13509
7470            ,51521
7471            ,34379
3313            ,24940
5163            ,37302
6205            ,10984
442             ,843
5337            ,318
7472            ,12806
1022            ,9740
3237            ,10878
5338            ,7093
2621            ,16300
1808            ,19405
2622            ,1921
7744            ,44412
5339            ,21620
3238            ,23685
4468            ,12138
5340            ,48217
1809            ,6073
8217            ,25208
443             ,19513
4929            ,2749
4845            ,10050
8218            ,95682
5569            ,2302
7419            ,32686
5341            ,51802
6714            ,29492
6610            ,25447
8219            ,19490
4930            ,38805
8220            ,2428
7687            ,22013
7270            ,15598
5164            ,62127
9728            ,56137
6983            ,17965
9006            ,33250
7745            ,14460
8925            ,9594
8626            ,4986
3239            ,2453
8221            ,33676
5085            ,4587
2623            ,12773
6715            ,11454
2210            ,38718
7746            ,4192
4090            ,14052
2937            ,16889
6128            ,26580
8222            ,21309
5763            ,16263
2496            ,4985
7473            ,20704
743             ,853
6206            ,10877
4931            ,5257
444             ,77
4493            ,10833
5842            ,20309
3240            ,12658
1810            ,10054
5843            ,10646
4932            ,2575
2101            ,55
8084            ,65075
7380            ,44379
2211            ,2043
445             ,4133
9007            ,56715
2938            ,10991
7474            ,15940
4933            ,26791
446             ,634
4494            ,10956
6207            ,19366
2212            ,9519
447             ,13898
4091            ,9290
2939            ,13166
6732            ,32590
4934            ,52654
448             ,70282
1190            ,111
6921            ,32488
4935            ,10477
2940            ,2144
7420            ,24113
1811            ,1734
449             ,4973
5342            ,849
7244            ,27223
7271            ,39266
2624            ,11307
2764            ,11163
8708            ,18691
6336            ,3784
7272            ,11936
7475            ,25221
2941            ,19494
8223            ,40842
2625            ,19357
6922            ,33743
8224            ,9062
6992            ,11174
7273            ,934
1812            ,9476
3742            ,37691
4092            ,14268
5343            ,5852
744             ,808
5344            ,49453
450             ,824
745             ,676
7476            ,26813
5345            ,29572
4093            ,50541
2626            ,26255
2627            ,1406
2628            ,13554
7245            ,17664
4274            ,41050
3314            ,1632
1191            ,966
6003            ,301
2629            ,11896
6337            ,25538
4936            ,5923
5772            ,15497
4937            ,21876
2942            ,11090
8950            ,21056
2213            ,9397
1813            ,9705
6338            ,26475
451             ,29937
2630            ,10364
5346            ,32458
2631            ,1089
7477            ,9967
7033            ,17494
7246            ,17465
3315            ,759
9450            ,10297
2632            ,10653
2633            ,9576
1814            ,10865
1815            ,1995
4938            ,10808
1816            ,9799
746             ,644
6611            ,16161
3316            ,10691
5165            ,10615
8926            ,47596
1817            ,11826
3177            ,9301
452             ,11444
1192            ,60670
6339            ,55551
3642            ,10992
3317            ,2140
3318            ,4248
5347            ,17612
7274            ,3134
7275            ,8217
7276            ,22478
9008            ,26483
9451            ,24382
2634            ,11286
7747            ,11950
2765            ,36245
7727            ,26573
6612            ,23439
6993            ,10728
5155            ,11697
5348            ,6106
7277            ,22477
7278            ,19200
8509            ,11300
6415            ,28650
6984            ,43316
9402            ,34689
6994            ,10238
8986            ,4789
7279            ,18030
3552            ,18988
9403            ,11536
7280            ,10339
6692            ,976
8225            ,69605
7095            ,65632
9404            ,4780
2943            ,11906
4094            ,11713
5349            ,9589
5148            ,12481
7281            ,13333
2635            ,13938
6416            ,10540
7127            ,9462
8706            ,82623
1818            ,2114
867             ,8835
3178            ,11371
1819            ,78248
5137            ,9517
7478            ,25985
5350            ,15745
7713            ,24977
8491            ,36107
7479            ,13794
6417            ,13795
7480            ,38965
7481            ,47817
2944            ,31052
3241            ,10868
2636            ,9395
4870            ,14506
6035            ,2
6923            ,26044
6418            ,14911
2715            ,15592
7482            ,15267
4227            ,12710
2637            ,30502
7483            ,19382
6139            ,9599
2638            ,17170
6700            ,18509
8226            ,110428
2639            ,7520
7484            ,10126
1876            ,9602
9009            ,23752
6419            ,3980
8227            ,27397
2945            ,9748
9564            ,40095
6004            ,10651
3242            ,10141
6924            ,27362
2692            ,26386
9010            ,25884
7075            ,26355
6420            ,10675
2946            ,10130
2640            ,2617
9011            ,21362
2641            ,20443
7076            ,49365
278             ,11347
1820            ,12144
6613            ,13704
8228            ,12505
6421            ,41963
6925            ,13482
7485            ,34014
7748            ,12120
7282            ,47818
6148            ,3543
6036            ,9604
6208            ,10925
4939            ,13965
4940            ,24266
3243            ,18197
2642            ,11503
5844            ,11966
1877            ,2605
3553            ,8740
7283            ,41428
4871            ,8337
8492            ,28176
844             ,9493
7381            ,12582
7284            ,10001
2643            ,11352
2644            ,12500
9012            ,17882
1145            ,1648
3244            ,4105
7486            ,22711
9013            ,19124
2645            ,10142
8229            ,3064
7210            ,10134
3245            ,21291
7487            ,30352
6614            ,15142
3246            ,14550
4095            ,2210
8230            ,21721
2947            ,11828
9014            ,10551
9015            ,20713
7488            ,27461
9016            ,1380
4096            ,11465
7489            ,17190
6615            ,9085
9017            ,17819
5773            ,14776
5581            ,29185
7490            ,32059
3247            ,505
6733            ,4486
4872            ,10345
7285            ,10222
9452            ,12774
3248            ,14621
7491            ,19118
6616            ,15138
1878            ,9494
7034            ,17362
2646            ,9942
4097            ,8216
5633            ,4296
2214            ,24739
5351            ,9686
2647            ,27418
7749            ,39002
7211            ,31606
4873            ,37146
8231            ,20006
7492            ,8867
1821            ,331
3319            ,11467
5352            ,327
453             ,1548
5353            ,13403
747             ,869
5354            ,552
4098            ,36095
8661            ,33379
4495            ,2171
9453            ,41946
2648            ,10135
2766            ,19236
7750            ,60276
4099            ,12150
6617            ,11185
4228            ,47045
7493            ,12478
9018            ,25155
9454            ,65015
7494            ,24077
6618            ,9618
7495            ,31608
4229            ,22102
3320            ,6951
4100            ,11959
2649            ,2616
3321            ,249
6209            ,183
2650            ,8494
7286            ,26535
2215            ,41784
9455            ,27431
9405            ,2148
9406            ,31941
6619            ,27813
5355            ,2057
748             ,9880
1879            ,5175
4941            ,41951
8232            ,11385
9407            ,4484
6734            ,44258
6422            ,20391
8918            ,12584
6149            ,70042
2948            ,11542
6926            ,17169
8927            ,39176
6927            ,19267
1822            ,2770
4942            ,12610
1043            ,1933
7496            ,13496
5588            ,21055
5356            ,24936
8493            ,10972
4943            ,1722
1193            ,9896
4157            ,9683
6500            ,2779
1823            ,2294
5138            ,10016
4944            ,26602
4746            ,22230
4230            ,13966
454             ,742
7714            ,15104
3496            ,8922
7497            ,11065
6210            ,16314
5746            ,18885
6620            ,40508
6709            ,16307
7751            ,11370
6501            ,12508
8554            ,25462
455             ,18734
9408            ,44321
8233            ,58062
5357            ,2176
6211            ,20857
2216            ,22617
3179            ,75386
4101            ,2185
7752            ,10696
1824            ,2034
7498            ,21538
7499            ,48834
5845            ,31016
1825            ,32567
5086            ,12537
5515            ,9028
9409            ,16180
2217            ,11521
4275            ,21028
5866            ,27327
4696            ,29756
8928            ,20115
4945            ,30295
8234            ,25767
8235            ,22874
4946            ,11576
4102            ,43860
8236            ,43802
7688            ,9660
6005            ,15393
8237            ,248
5570            ,1644
6340            ,12502
9410            ,66092
5358            ,10373
4874            ,13766
5504            ,16380
7128            ,12103
5359            ,11313
1194            ,9398
7500            ,45864
1826            ,10866
4947            ,34549
3322            ,9778
6735            ,58429
5360            ,16121
8929            ,40220
9456            ,166
6466            ,1623
8510            ,40932
7287            ,13550
6621            ,16769
4948            ,42158
9457            ,1716
749             ,3172
6502            ,17708
1827            ,12780
7501            ,570
1828            ,1018
5361            ,25641
4103            ,16767
6006            ,11380
2122            ,984
4949            ,14811
8238            ,55727
6622            ,9585
8085            ,14267
4747            ,45929
1829            ,768
4950            ,2100
5166            ,11091
8239            ,18192
4183            ,9081
750             ,167
2949            ,9378
3323            ,27444
1124            ,141
5362            ,10034
3497            ,11457
456             ,10778
9458            ,67385
6623            ,11456
751             ,585
3614            ,10796
5363            ,23949
4469            ,11088
2512            ,9889
6624            ,45964
457             ,671
5364            ,20794
3743            ,11469
4496            ,14369
1830            ,1535
458             ,1433
2043            ,1999
4104            ,12472
5365            ,11834
4231            ,16085
2767            ,269
6625            ,16441
6007            ,11422
6008            ,31037
5366            ,10656
5206            ,32847
4951            ,39938
7689            ,14584
7502            ,58886
6928            ,72277
2768            ,5781
2693            ,23805
5571            ,11033
5167            ,3537
7690            ,8738
4232            ,3604
7096            ,6974
6009            ,10649
6010            ,42566
6011            ,17689
5168            ,10847
7753            ,33525
6423            ,27591
4158            ,299
6021            ,42160
6012            ,10650
2694            ,8007
5367            ,19076
7503            ,50562
7504            ,13503
752             ,161
3180            ,43774
7382            ,31064
6424            ,31682
459             ,8342
3324            ,4886
8240            ,228
2950            ,23111
1125            ,194
2695            ,11397
2716            ,1903
4470            ,11889
8086            ,28171
5368            ,9523
1831            ,9428
2403            ,1649
7754            ,11938
7288            ,24264
4105            ,26978
7289            ,19209
3643            ,8386
1832            ,12589
4952            ,12312
2951            ,11232
753             ,120
4471            ,11086
754             ,453
8241            ,11414
2769            ,10794
8242            ,5052
1195            ,37257
2218            ,8489
2219            ,855
4472            ,12660
8243            ,10269
1833            ,5279
1834            ,10950
1835            ,1365
4953            ,6440
2770            ,6037
3249            ,61418
4497            ,11857
3181            ,6312
4159            ,11595
8830            ,24166
6929            ,10170
4473            ,18317
5505            ,848
2952            ,9610
8627            ,15035
5369            ,4965
5747            ,11891
279             ,11888
3325            ,150
4474            ,112
9019            ,20678
9020            ,15050
2220            ,10423
8752            ,57976
231             ,651
5370            ,20620
7691            ,18647
2123            ,11362
3644            ,2637
868             ,10229
7505            ,12659
8494            ,68149
7506            ,35650
4160            ,9606
7507            ,11447
7025            ,16550
6930            ,13915
6212            ,34723
8244            ,31674
6213            ,20009
7508            ,2084
5371            ,74692
4748            ,4031
3744            ,11870
2497            ,9884
3645            ,11535
5372            ,27593
9021            ,11212
6626            ,28345
4954            ,21845
1836            ,11528
8930            ,931
3646            ,17130
4955            ,10592
2717            ,8470
4170            ,16690
1837            ,39939
9022            ,9272
7509            ,14778
7097            ,19137
8245            ,32499
8246            ,33668
1196            ,993
7290            ,11698
6214            ,10052
6503            ,11979
5373            ,13791
7129            ,9991
4475            ,480
9023            ,44340
6150            ,18984
5589            ,23479
2475            ,15999
6341            ,614
2696            ,2752
2221            ,10590
5374            ,22910
7291            ,42517
4835            ,13225
4106            ,7219
8247            ,18646
6627            ,13950
1838            ,2135
4881            ,965
7510            ,33135
280             ,54287
4956            ,32030
8628            ,29343
8511            ,27458
9024            ,14807
6736            ,39543
8087            ,30924
7511            ,24549
8088            ,24825
8248            ,38147
5506            ,24032
755             ,425
1880            ,1576
2697            ,5851
9025            ,25014
5169            ,15647
8089            ,38880
3182            ,1391
6944            ,18172
8249            ,31805
7512            ,10627
6737            ,42750
8090            ,27930
7513            ,259557
6342            ,28124
5516            ,15119
4161            ,12705
4162            ,11006
5774            ,15120
7755            ,21629
1839            ,36586
6628            ,6020
4957            ,39541
6343            ,18292
5207            ,15028
3250            ,9275
1197            ,4547
2222            ,14635
9026            ,29135
9459            ,1791
6344            ,35651
9565            ,22784
7514            ,24585
6022            ,17990
4958            ,11560
2698            ,11452
4846            ,18435
7515            ,35944
7098            ,26851
3183            ,548
2223            ,11590
1840            ,1537
4107            ,12149
3647            ,11812
7516            ,35080
5375            ,441
1841            ,8346
3554            ,14168
4476            ,2565
3555            ,307
2699            ,6393
2700            ,12154
4477            ,11630
8250            ,21970
2498            ,11892
1842            ,9334
4478            ,10491
6133            ,18079
7517            ,35337
7518            ,59199
5376            ,11470
7519            ,16643
5377            ,1282
7520            ,69324
2224            ,11468
2102            ,26030
7756            ,10164
7521            ,28117
4959            ,40555
2953            ,28384
3556            ,27094
7522            ,56179
4108            ,5203
5378            ,13201
8495            ,9689
756             ,557
8251            ,55106
7757            ,39154
4960            ,24767
4961            ,33796
6629            ,12227
4498            ,10985
1843            ,2251
8512            ,2894
9460            ,14117
4276            ,38360
8252            ,28907
869             ,245
757             ,1894
5379            ,4012
4177            ,9026
5775            ,15417
8253            ,28577
4882            ,13963
5208            ,1957
1844            ,320
8513            ,9023
7523            ,27834
4479            ,17734
7292            ,24008
6693            ,53229
3326            ,4614
6215            ,12277
6985            ,15677
7715            ,13153
5185            ,811
3648            ,3132
5149            ,9583
7524            ,18408
3184            ,13245
1198            ,2501
1845            ,9637
4171            ,12100
5380            ,16857
7525            ,52258
5381            ,10394
7526            ,27451
5382            ,15813
5383            ,18905
6425            ,14774
6710            ,17898
3557            ,21635
4962            ,27945
7527            ,30194
4109            ,10169
8254            ,13909
9027            ,41805
6630            ,35696
3327            ,11544
758             ,180
2225            ,9555
845             ,57022
8514            ,17710
2476            ,2022
4480            ,50035
846             ,9719
6216            ,11982
6631            ,12251
8255            ,88818
5846            ,30114
5867            ,21972
759             ,608
4233            ,59387
7528            ,26290
6426            ,17043
1846            ,6278
760             ,4147
7293            ,16664
4481            ,14651
7099            ,15096
7383            ,20324
7529            ,49370
5170            ,14902
6738            ,2721
7130            ,11442
7384            ,1364
5868            ,8869
4110            ,8665
3745            ,10996
847             ,818
7530            ,29047
5150            ,39141
5384            ,33152
7294            ,6404
7758            ,19133
5507            ,24130
5508            ,23728
5385            ,3780
5509            ,10786
2701            ,8764
4499            ,13908
761             ,2675
9461            ,12308
1847            ,9488
2954            ,9962
4963            ,9573
848             ,7451
4847            ,2750
8256            ,43772
8753            ,20337
7295            ,34070
7531            ,10081
5386            ,11484
5806            ,11692
4500            ,9266
8257            ,3640
5151            ,30072
2702            ,9357
3746            ,12771
5152            ,9296
7296            ,15070
7698            ,26942
7385            ,97447
6632            ,11243
6633            ,19975
5510            ,10323
3328            ,9595
6427            ,46878
6428            ,24750
3251            ,9941
9462            ,39833
3329            ,10859
6217            ,9544
8707            ,31514
7532            ,26056
4964            ,13536
4501            ,20616
2703            ,16806
6218            ,15516
5517            ,9299
5869            ,10611
5870            ,12770
1199            ,4108
7386            ,55903
2226            ,9685
7716            ,16370
8258            ,18913
2704            ,14361
5847            ,18943
2705            ,32685
4111            ,12262
2706            ,33506
6634            ,29515
9028            ,41582
9029            ,34086
9030            ,11504
8259            ,19049
8260            ,5506
6345            ,32961
8261            ,32568
5572            ,19460
1200            ,575
5387            ,10550
5590            ,9034
4965            ,9093
5388            ,9039
8597            ,1958
9463            ,23550
5389            ,68569
2044            ,11013
762             ,129
4163            ,54714
870             ,11529
3747            ,10771
7533            ,31005
3275            ,2110
8262            ,15173
1848            ,9533
2227            ,4107
7534            ,10575
7535            ,15720
7536            ,9260
5087            ,21828
6429            ,1682
4112            ,18983
5143            ,24348
3252            ,19140
5390            ,37606
8263            ,11868
4113            ,12921
8515            ,19953
8931            ,12719
7537            ,12590
6635            ,37964
5283            ,7501
5391            ,1809
6219            ,13768
5392            ,10994
1201            ,1430
5582            ,19973
2955            ,12600
2045            ,8051
7717            ,12779
7538            ,1613
1202            ,565
5393            ,14112
2228            ,15192
5394            ,21925
7539            ,30309
7540            ,20861
9031            ,12647
3185            ,12477
1849            ,11009
8264            ,10805
6636            ,17496
4966            ,5917
7759            ,31278
8629            ,44932
7100            ,30709
6986            ,19429
5807            ,11340
2956            ,11644
9464            ,6399
9729            ,25773
6346            ,26560
9465            ,31679
6637            ,12237
6638            ,15901
9466            ,12579
9467            ,85058
6347            ,25113
281             ,28893
2229            ,11646
4114            ,24634
7760            ,21764
8265            ,37936
282             ,21874
8899            ,31407
9032            ,16471
8266            ,39874
5395            ,25468
8516            ,19507
7761            ,31646
7297            ,14269
1126            ,1672
6037            ,9645
1850            ,9012
8555            ,13098
7718            ,13440
5088            ,12454
2124            ,1360
4164            ,13441
1881            ,12208
8630            ,11905
8267            ,1941
8268            ,31918
8269            ,19662
3649            ,8427
5494            ,9021
5396            ,9280
2771            ,65
3558            ,10712
763             ,672
7541            ,16351
5397            ,542
6151            ,30192
8270            ,11617
8900            ,81530
7542            ,34341
6220            ,11880
8271            ,1377
6739            ,2528
8776            ,12716
8777            ,12717
849             ,13888
850             ,10750
5089            ,25566
9468            ,13386
6221            ,9538
9469            ,49934
8272            ,42371
3559            ,11524
851             ,36669
4967            ,17187
3650            ,10426
8273            ,32625
6363            ,8198
3186            ,64
4968            ,13376
7543            ,15074
4482            ,2103
2751            ,9016
6639            ,16028
6348            ,27070
4277            ,20992
4278            ,66091
852             ,6007
853             ,25239
854             ,25284
7544            ,35612
4969            ,14433
3651            ,9932
9556            ,13369
855             ,2757
1203            ,7299
5518            ,4241
4279            ,22257
7762            ,17360
283             ,38849
9470            ,29743
6711            ,40219
6640            ,16363
9471            ,171
2772            ,42124
6349            ,17590
5171            ,13497
4502            ,11852
871             ,7303
1204            ,201
2230            ,2755
4970            ,21868
5618            ,10856
6995            ,18602
764             ,121
9566            ,25838
3187            ,1429
2231            ,13435
856             ,3131
872             ,2642
4838            ,11022
9033            ,9491
857             ,2149
8274            ,20139
858             ,19067
7545            ,14931
4848            ,11317
4849            ,4032
1044            ,8392
7298            ,12232
9472            ,11706
7101            ,26946
6931            ,16938
7299            ,4561
8091            ,16993
859             ,21332
765             ,640
9473            ,10599
766             ,1574
4850            ,590
5153            ,13560
7546            ,29339
1205            ,423
5398            ,16225
860             ,262
5399            ,15395
4503            ,4912
5172            ,23626
3652            ,12090
9567            ,36273
4234            ,9582
5871            ,10628
3653            ,11078
1146            ,598
8275            ,43886
7102            ,11222
3253            ,13199
6996            ,8073
3254            ,15278
6152            ,14667
4235            ,15734
8276            ,34148
7547            ,53027
7300            ,26252
7548            ,24742
7549            ,5968
5872            ,10727
5400            ,9045
8277            ,9082
861             ,80965
4483            ,61807
4165            ,7514
7694            ,39349
5873            ,12253
3068            ,9358
3615            ,1647
4236            ,9027
5401            ,21189
7301            ,10894
8092            ,28528
5402            ,12490
9474            ,15802
7550            ,10724
6362            ,37191
8278            ,81001
4836            ,10150
9568            ,16407
7302            ,8288
8279            ,15600
3140            ,11949
9475            ,42130
9476            ,23942
7551            ,25872
8778            ,14645
6350            ,21923
7303            ,1563
3255            ,17132
6443            ,59533
8932            ,29702
7552            ,24830
1851            ,9699
8621            ,30789
8496            ,47955
6641            ,23943
873             ,9919
1852            ,6038
1853            ,9480
7368            ,14873
7553            ,13132
7554            ,1956
8280            ,12112
1854            ,12139
4237            ,24883
1855            ,17264
8281            ,33364
8282            ,59401
9477            ,22233
4178            ,4952
7304            ,991
4971            ,4911
5874            ,16072
4280            ,11615
3188            ,11635
5403            ,102
3330            ,14293
7555            ,105024
6222            ,10623
6740            ,9613
8283            ,21867
9478            ,49680
4115            ,6524
9034            ,11244
7679            ,23834
5209            ,10678
4972            ,9567
3189            ,979
5404            ,13819
7556            ,1591
5405            ,24186
3190            ,455
4116            ,10632
6223            ,10929
7557            ,16229
7008            ,12079
8284            ,36362
8285            ,23159
8286            ,15347
2103            ,37258
3560            ,8996
9479            ,17729
284             ,12157
2773            ,11571
6741            ,10293
2477            ,2671
3561            ,45129
8287            ,42618
4973            ,41164
3654            ,9557
5139            ,6171
4851            ,13691
5173            ,11523
6351            ,14675
7009            ,10782
5406            ,9341
6642            ,9776
874             ,10735
9035            ,16425
7558            ,25461
7559            ,51927
3562            ,12516
3748            ,1675
8288            ,17057
4974            ,6016
7560            ,8409
2232            ,1817
4117            ,11299
5407            ,21052
6997            ,7294
1206            ,9506
4166            ,14290
8289            ,24982
5808            ,2662
4852            ,12093
5408            ,11817
7561            ,24621
3191            ,13370
1856            ,8326
5848            ,13411
4975            ,11516
1207            ,10180
3563            ,994
7763            ,66918
3595            ,10514
3564            ,1714
5776            ,14308
7562            ,9930
9036            ,107569
3256            ,108553
7563            ,12661
7564            ,29355
6643            ,24961
5140            ,20978
8528            ,47762
5141            ,10743
2957            ,2832
5174            ,31459
4118            ,38868
6742            ,15098
5409            ,11458
